id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name
126,Misumenoides formosipes,white-banded crab spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumenoides,formosipes,00126_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Misumenoides_formosipes
127,Sidymella trapezia,Trapezoid Crab Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Sidymella,trapezia,00127_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Sidymella_trapezia
128,Synema globosum,Napoleon Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Synema,globosum,00128_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Synema_globosum
129,Thomisus onustus,Flower Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Thomisus,onustus,00129_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Thomisus_onustus
130,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Zoropsidae,Zoropsis,spinimana,00130_Animalia_Arthropoda_Arachnida_Araneae_Zoropsidae_Zoropsis_spinimana
131,Aceria parulmi,Elm Finger Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aceria,parulmi,00131_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aceria_parulmi
132,Aculops rhois,Poison Ivy Leaf Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aculops,rhois,00132_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aculops_rhois
133,Aculus tetanothrix,Willow Bead Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aculus,tetanothrix,00133_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aculus_tetanothrix
134,Eriophyes cerasicrumena,Black Cherry Leaf Gall,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Eriophyes,cerasicrumena,00134_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Eriophyes_cerasicrumena
135,Eriophyes tiliae,Red Nail Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Eriophyes,tiliae,00135_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Eriophyes_tiliae
136,Vasates quadripedes,maple bladdergall mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Vasates,quadripedes,00136_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Vasates_quadripedes
137,Amblyomma americanum,Lone Star Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,americanum,00137_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Amblyomma_americanum
138,Dermacentor occidentalis,Pacific Coast Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,occidentalis,00138_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Dermacentor_occidentalis
139,Dermacentor variabilis,American Dog Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,00139_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Dermacentor_variabilis
140,Ixodes pacificus,Western Blacklegged Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,pacificus,00140_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_pacificus
141,Ixodes ricinus,Castor Bean Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,ricinus,00141_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_ricinus
142,Ixodes scapularis,Blacklegged Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,scapularis,00142_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_scapularis
143,Mitopus morio,Saddleback Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Mitopus,morio,00143_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Mitopus_morio
144,Opilio canestrinii,Canestrini's Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Opilio,canestrinii,00144_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Opilio_canestrinii
145,Phalangium opilio,European Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,00145_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Phalangium_opilio
146,Leiobunum rotundum,Leiobunum rotundum,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,rotundum,00146_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_rotundum
147,Leiobunum townsendi,Leiobunum townsendi,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,townsendi,00147_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_townsendi
148,Leiobunum vittatum,Eastern Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,00148_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_vittatum
149,Centruroides sculpturatus,Arizona Bark Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,sculpturatus,00149_Animalia_Arthropoda_Arachnida_Scorpiones_Buthidae_Centruroides_sculpturatus
150,Centruroides vittatus,Striped Bark Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,vittatus,00150_Animalia_Arthropoda_Arachnida_Scorpiones_Buthidae_Centruroides_vittatus
151,Hadrurus arizonensis,Desert Hairy Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,arizonensis,00151_Animalia_Arthropoda_Arachnida_Scorpiones_Caraboctonidae_Hadrurus_arizonensis
152,Paravaejovis puritanus,Paravaejovis puritanus,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis,puritanus,00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus
153,Paravaejovis spinigerus,Stripe-tailed Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis,spinigerus,00153_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_spinigerus
154,Paruroctonus silvestrii,California common scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paruroctonus,silvestrii,00154_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paruroctonus_silvestrii
155,Uroctonus mordax,Western Forest Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Uroctonus,mordax,00155_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Uroctonus_mordax
156,Vaejovis carolinianus,Southern Devil Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis,carolinianus,00156_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Vaejovis_carolinianus
157,Hemiscolopendra marginata,Eastern Bark Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Hemiscolopendra,marginata,00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata
158,Scolopendra cingulata,Mediterranean Banded Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,cingulata,00158_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_cingulata
159,Scolopendra heros,Giant Desert Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,heros,00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros
160,Scolopendra polymorpha,Common Desert Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,polymorpha,00160_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_polymorpha
161,Scutigera coleoptrata,House Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,coleoptrata,00161_Animalia_Arthropoda_Chilopoda_Scutigeromorpha_Scutigeridae_Scutigera_coleoptrata
162,Ommatoiulus moreleti,Portuguese Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,00162_Animalia_Arthropoda_Diplopoda_Julida_Julidae_Ommatoiulus_moreleti
163,Oxidus gracilis,Greenhouse Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,gracilis,00163_Animalia_Arthropoda_Diplopoda_Polydesmida_Paradoxosomatidae_Oxidus_gracilis
164,Apheloria virginiensis,Black-and-gold Flat Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Apheloria,virginiensis,00164_Animalia_Arthropoda_Diplopoda_Polydesmida_Xystodesmidae_Apheloria_virginiensis
165,Harpaphe haydeniana,Yellow-spotted Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Harpaphe,haydeniana,00165_Animalia_Arthropoda_Diplopoda_Polydesmida_Xystodesmidae_Harpaphe_haydeniana
166,Anadenobolus monilicornis,Bumblebee Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Spirobolida,Rhinocricidae,Anadenobolus,monilicornis,00166_Animalia_Arthropoda_Diplopoda_Spirobolida_Rhinocricidae_Anadenobolus_monilicornis
167,Trigoniulus corallinus,Rusty Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Spirobolida,Trigoniulidae,Trigoniulus,corallinus,00167_Animalia_Arthropoda_Diplopoda_Spirobolida_Trigoniulidae_Trigoniulus_corallinus
168,Lepas anatifera,Pelagic Gooseneck Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,anatifera,00168_Animalia_Arthropoda_Hexanauplia_Lepadiformes_Lepadidae_Lepas_anatifera
169,Lepas anserifera,Goose Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,anserifera,00169_Animalia_Arthropoda_Hexanauplia_Lepadiformes_Lepadidae_Lepas_anserifera
170,Pollicipes polymerus,Goose Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Scalpelliformes,Pollicipedidae,Pollicipes,polymerus,00170_Animalia_Arthropoda_Hexanauplia_Scalpelliformes_Pollicipedidae_Pollicipes_polymerus
171,Balanus glandula,Pacific Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,glandula,00171_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Balanus_glandula
172,Semibalanus balanoides,Northern Rock Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Semibalanus,balanoides,00172_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Semibalanus_balanoides
173,Semibalanus cariosus,Thatched Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Semibalanus,cariosus,00173_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Semibalanus_cariosus
174,Tetraclita rubescens,Pink Volcano Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Tetraclitidae,Tetraclita,rubescens,00174_Animalia_Arthropoda_Hexanauplia_Sessilia_Tetraclitidae_Tetraclita_rubescens
175,Aptera fusca,Cape Mountain Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Aptera,fusca,00175_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Aptera_fusca
176,Panchlora nivea,Banana Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Panchlora,nivea,00176_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Panchlora_nivea
177,Pycnoscelus surinamensis,Surinam Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Pycnoscelus,surinamensis,00177_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Pycnoscelus_surinamensis
178,Blatta orientalis,Oriental Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta,orientalis,00178_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Blatta_orientalis
179,Periplaneta americana,American Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,americana,00179_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_americana
180,Periplaneta australasiae,Australian Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,australasiae,00180_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_australasiae
181,Periplaneta fuliginosa,Smoky-brown Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,fuliginosa,00181_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_fuliginosa
182,Pseudomops septentrionalis,Pale-bordered Field Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Pseudomops,septentrionalis,00182_Animalia_Arthropoda_Insecta_Blattodea_Ectobiidae_Pseudomops_septentrionalis
183,Arrhenodes minutus,Oak Timberworm,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Arrhenodes,minutus,00183_Animalia_Arthropoda_Insecta_Coleoptera_Brentidae_Arrhenodes_minutus
184,Agrilus planipennis,Emerald Ash Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,planipennis,00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis
185,Buprestis aurulenta,Golden Buprestid Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Buprestis,aurulenta,00185_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Buprestis_aurulenta
186,Euchroma giganteum,Ceiba Borer Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Euchroma,giganteum,00186_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Euchroma_giganteum
187,Atalantycha bilineata,Two-lined Leatherwing,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Atalantycha,bilineata,00187_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Atalantycha_bilineata
188,Cantharis fusca,Dark Sailor Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,fusca,00188_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Cantharis_fusca
189,Cantharis livida,Cantharis livida,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,livida,00189_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Cantharis_livida
190,Cantharis rustica,Rustic Sailor Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,rustica,00190_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Cantharis_rustica
191,Chauliognathus basalis,Colorado Soldier Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Chauliognathus,basalis,00191_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Chauliognathus_basalis
192,Chauliognathus marginatus,Margined Leatherwing Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Chauliognathus,marginatus,00192_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Chauliognathus_marginatus
193,Chauliognathus pensylvanicus,Goldenrod Soldier Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Chauliognathus,pensylvanicus,00193_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Chauliognathus_pensylvanicus
194,Rhagonycha fulva,Common Red Soldier Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,fulva,00194_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Rhagonycha_fulva
195,Calosoma scrutator,Fiery Searcher Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,scrutator,00195_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Calosoma_scrutator
196,Carabus coriaceus,Carabus coriaceus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,coriaceus,00196_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Carabus_coriaceus
197,Carabus granulatus,Granulated Ground Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,granulatus,00197_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Carabus_granulatus
198,Carabus nemoralis,Wood Ground-beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,nemoralis,00198_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Carabus_nemoralis
199,Cicindela aurulenta,Golden-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,aurulenta,00199_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_aurulenta
200,Cicindela campestris,Green Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,campestris,00200_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_campestris
201,Cicindela duodecimguttata,Twelve-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,duodecimguttata,00201_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_duodecimguttata
202,Cicindela formosa,Beautiful Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,formosa,00202_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_formosa
203,Cicindela hirticollis,Hairy-necked Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,hirticollis,00203_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_hirticollis
204,Cicindela hybrida,Northern Dune Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,hybrida,00204_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_hybrida
205,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,longilabris,00205_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_longilabris
206,Cicindela ocellata,Ocellated Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,ocellata,00206_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_ocellata
207,Cicindela oregona,Oregon Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,oregona,00207_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_oregona
208,Cicindela punctulata,Backroad Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,punctulata,00208_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_punctulata
209,Cicindela purpurea,Purple Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,purpurea,00209_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_purpurea
210,Cicindela repanda,Bronzed Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,repanda,00210_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_repanda
211,Cicindela scutellaris,Festive Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,scutellaris,00211_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_scutellaris
212,Cicindela sexguttata,Six-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,sexguttata,00212_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_sexguttata
213,Cicindela tranquebarica,Oblique-lined Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,tranquebarica,00213_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_tranquebarica
214,Cicindela trifasciata,S-banded Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,trifasciata,00214_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Cicindela_trifasciata
215,Harpalus rufipes,Strawberry Seed Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rufipes,00215_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Harpalus_rufipes
216,Scaphinotus angusticollis,Narrow-collared Snail-eating Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scaphinotus,angusticollis,00216_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Scaphinotus_angusticollis
217,Scarites subterraneus,Big-headed Ground Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scarites,subterraneus,00217_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Scarites_subterraneus
218,Tetracha carolina,Carolina Metallic Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Tetracha,carolina,00218_Animalia_Arthropoda_Insecta_Coleoptera_Carabidae_Tetracha_carolina
219,Agapanthia villosoviridescens,Golden-bloomed Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Agapanthia,villosoviridescens,00219_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Agapanthia_villosoviridescens
220,Analeptura lineola,Analeptura lineola,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Analeptura,lineola,00220_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Analeptura_lineola
221,Aromia moschata,Musk beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Aromia,moschata,00221_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Aromia_moschata
222,Cerambyx scopolii,Capricorn beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Cerambyx,scopolii,00222_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Cerambyx_scopolii
223,Clytus arietis,Wasp Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Clytus,arietis,00223_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Clytus_arietis
224,Clytus ruricola,Round-necked Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Clytus,ruricola,00224_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Clytus_ruricola
225,Dendrobias mandibularis,Long-jawed Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Dendrobias,mandibularis,00225_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Dendrobias_mandibularis
226,Desmocerus palliatus,Elderberry Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Desmocerus,palliatus,00226_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Desmocerus_palliatus
227,Eburia quadrigeminata,Ivory-marked Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Eburia,quadrigeminata,00227_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Eburia_quadrigeminata
228,Elaphidion mucronatum,Spined Oak Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Elaphidion,mucronatum,00228_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Elaphidion_mucronatum
229,Graphisurus fasciatus,Banded Graphisurus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Graphisurus,fasciatus,00229_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Graphisurus_fasciatus
